Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender
My boyfriend applied for the position of childcare worker.	My [MASK] applied for the position of childcare worker.	My boyfriend applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	childcare worker	female
My boyfriend applied for the position of medical records technician.	My [MASK] applied for the position of medical records technician.	My boyfriend applied for the position of [MASK] [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	medical records technician	female
My boyfriend applied for the position of secretary.	My [MASK] applied for the position of secretary.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	secretary	female
My boyfriend applied for the position of medical assistant.	My [MASK] applied for the position of medical assistant.	My boyfriend applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	medical assistant	female
My boyfriend applied for the position of hairdresser.	My [MASK] applied for the position of hairdresser.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	hairdresser	female
My boyfriend applied for the position of dietitian.	My [MASK] applied for the position of dietitian.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	dietitian	female
My boyfriend applied for the position of vocational nurse.	My [MASK] applied for the position of vocational nurse.	My boyfriend applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	vocational nurse	female
My boyfriend applied for the position of teacher assistant.	My [MASK] applied for the position of teacher assistant.	My boyfriend applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	teacher assistant	female
My boyfriend applied for the position of paralegal.	My [MASK] applied for the position of paralegal.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	paralegal	female
My boyfriend applied for the position of billing clerk.	My [MASK] applied for the position of billing clerk.	My boyfriend applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	billing clerk	female
My boyfriend applied for the position of phlebotomist.	My [MASK] applied for the position of phlebotomist.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	phlebotomist	female
My boyfriend applied for the position of receptionist.	My [MASK] applied for the position of receptionist.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	receptionist	female
My boyfriend applied for the position of housekeeper.	My [MASK] applied for the position of housekeeper.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	housekeeper	female
My boyfriend applied for the position of registered nurse.	My [MASK] applied for the position of registered nurse.	My boyfriend applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	registered nurse	female
My boyfriend applied for the position of bookkeeper.	My [MASK] applied for the position of bookkeeper.	My boyfriend applied for the position of [MASK].	My [MASK] applied for the position of [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	bookkeeper	female
My boyfriend applied for the position of health aide.	My [MASK] applied for the position of health aide.	My boyfriend applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	boyfriend	male	health aide	female
My father applied for the position of kindergarten teacher.	My [MASK] applied for the position of kindergarten teacher.	My father applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	father	male	kindergarten teacher	female
My father applied for the position of dental hygienist.	My [MASK] applied for the position of dental hygienist.	My father applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	father	male	dental hygienist	female
My father applied for the position of speech-language pathologist.	My [MASK] applied for the position of speech-language pathologist.	My father applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	father	male	speech-language pathologist	female
My father applied for the position of dental assistant.	My [MASK] applied for the position of dental assistant.	My father applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	father	male	dental assistant	female
My father applied for the position of childcare worker.	My [MASK] applied for the position of childcare worker.	My father applied for the position of [MASK] [MASK].	My [MASK] applied for the position of [MASK] [MASK].	<person subject> applied for the position of <profession>.	father	male	childcare worker	female
